ptp,counterbalancing,rt,correct,mouse_clientX,mouse_clientY,row,col,pa_center_x,pa_center_y,condition,arrangement,learning_stage,block,block_trial_idx,pa_img,pa_img_type,corr_row,corr_col,top_offset,left_offset,time_elapsed,mouse_dist_cb,mouse_error,pa_img_row_number,pa_img_row_number_across_blocks,dist_border_l,dist_border_r,dist_border_t,dist_border_b,border_dist_closest,border_dist_summed,display_information.wrapper_arena_position.x,display_information.wrapper_arena_position.y,display_information.wrapper_arena_position.width,display_information.wrapper_arena_position.height,display_information.wrapper_arena_position.top,display_information.wrapper_arena_position.right,display_information.wrapper_arena_position.bottom,display_information.wrapper_arena_position.left,display_information.grid_border_position.x,display_information.grid_border_position.y,display_information.grid_border_position.width,display_information.grid_border_position.height,display_information.grid_border_position.top,display_information.grid_border_position.right,display_information.grid_border_position.bottom,display_information.grid_border_position.left,display_information.grid_box_position.x,display_information.grid_box_position.y,display_information.grid_box_position.width,display_information.grid_box_position.height,display_information.grid_box_position.top,display_information.grid_box_position.right,display_information.grid_box_position.bottom,display_information.grid_box_position.left,display_information.window_scroll_x,display_information.window_scroll_y,display_information.window_innerHeight,display_information.window_innerWidth,display_information.window_outerHeight,display_information.window_outerWidth
sub_001,cb2,5.301893819,0,936,503,7,4,936.78125,503.375,schema_c,1,schema_pa,2,11,img/targets/BOSS/high_familiarity_downsized/cond2/037_doorhandle.jpg,near,7,4,106,151,559,1.15625,0.866589039,3,7,3,8,6,5,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,761,202.59375,560,560,202.59375,1321,762.59375,761,791,232.59375,500,500,232.59375,1291,732.59375,791,0,0,942,1920,826,1539
sub_001,cb2,9.384394862,0,895,306,3,6,1061.78125,640.03125,schema_c,1,schema_pa,2,12,img/targets/BOSS/high_familiarity_downsized/cond2/042_curtain.jpg,,11,10,76,26,601,500.8125,373.353534,2,6,9,2,10,1,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,636,172.59375,560,560,172.59375,1196,732.59375,636,666,202.59375,500,500,202.59375,1166,702.59375,666,0,0,942,1920,826,1539
sub_001,cb2,2.238469044,1,1114,549,8,11,1114.445313,549.0390625,schema_c,1,schema_pa,2,13,img/targets/BOSS/high_familiarity_downsized/cond2/041_carsidemirror01.jpg,,8,11,110,37,646,0.484375,0.447022484,3,7,10,1,7,4,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,647,206.59375,560,560,206.59375,1207,766.59375,647,677,236.59375,500,500,236.59375,1177,736.59375,677,0,0,942,1920,826,1539
sub_001,cb2,6.667915855,1,888,640,10,3,888.109375,640.375,schema_c,1,schema_pa,2,14,img/targets/BOSS/high_familiarity_downsized/cond2/032_flipflop01b.jpg,,10,3,118,144,689,0.484375,0.390625,2,6,2,9,9,2,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,754,214.59375,560,560,214.59375,1314,774.59375,754,784,244.59375,500,500,244.59375,1284,744.59375,784,0,0,942,1920,826,1539
sub_001,cb2,9.424525477,0,1147,563,8,11,1147.445313,563.0390625,schema_c,1,schema_pa,2,15,img/targets/BOSS/high_familiarity_downsized/cond2/041_carsidemirror01.jpg,,8,11,124,70,733,0.484375,0.447022484,4,8,10,1,7,4,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,680,220.59375,560,560,220.59375,1240,780.59375,680,710,250.59375,500,500,250.59375,1210,750.59375,710,0,0,942,1920,826,1539
sub_001,cb2,6.935352323,0,775,292,2,3,816.78125,500.375,schema_c,1,schema_pa,2,16,img/targets/BOSS/high_familiarity_downsized/cond2/037_doorhandle.jpg,near,7,4,103,31,777,250.15625,212.5225011,4,8,3,8,6,5,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,641,199.59375,560,560,199.59375,1201,759.59375,641,671,229.59375,500,500,229.59375,1171,729.59375,671,0,0,942,1920,826,1539
sub_001,cb2,1.649276431,0,781,264,2,3,1072.78125,639.03125,schema_c,1,schema_pa,2,17,img/targets/BOSS/high_familiarity_downsized/cond2/042_curtain.jpg,,11,10,75,37,818,666.8125,475.1681138,3,7,9,2,10,1,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,647,171.59375,560,560,171.59375,1207,731.59375,647,677,201.59375,500,500,201.59375,1177,701.59375,677,0,0,942,1920,826,1539
sub_001,cb2,0.340050475,0,869,341,2,3,869.1171875,341.0390625,schema_c,1,schema_pa,2,18,img/targets/BOSS/high_familiarity_downsized/cond2/030_bathtub.jpg,,2,3,152,125,863,0.15625,0.123526471,3,7,2,9,1,10,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,735,248.59375,560,560,248.59375,1295,808.59375,735,765,278.59375,500,500,278.59375,1265,778.59375,765,0,0,942,1920,826,1539
sub_001,cb2,2.668915271,0,809,619,10,3,809.109375,619.375,schema_c,1,schema_pa,2,19,img/targets/BOSS/high_familiarity_downsized/cond2/032_flipflop01b.jpg,,10,3,97,65,905,0.484375,0.390625,3,7,2,9,9,2,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,675,193.59375,560,560,193.59375,1235,753.59375,675,705,223.59375,500,500,223.59375,1205,723.59375,705,0,0,942,1920,826,1539
sub_001,cb2,6.805158477,1,932,324,3,6,932.1171875,324.7109375,schema_c,1,schema_pa,2,20,img/targets/BOSS/high_familiarity_downsized/cond2/038_aceofdiamond.jpg,near,3,6,94,63,947,0.828125,0.720531081,3,7,5,6,2,9,2,7,609,95.59375,702,702,95.59375,1311,797.59375,609,673,190.59375,560,560,190.59375,1233,750.59375,673,703,220.59375,500,500,220.59375,1203,720.59375,703,0,0,942,1920,826,1539
sub_001,cb2,8.217091092,1,788,345,2,3,788.1171875,345.0390625,schema_c,1,schema_pa,2,21,img/targets/BOSS/high_familiarity_downsized/cond2/030_bathtub.jpg,,2,3,156,44,989,0.15625,0.123526471,4,8,2,9,1,10,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,654,252.59375,560,560,252.59375,1214,812.59375,654,684,282.59375,500,500,282.59375,1184,782.59375,684,0,0,942,1920,826,1539
sub_001,cb2,9.685499427,0,1174,474,8,11,966.1171875,265.7109375,schema_c,1,schema_pa,2,22,img/targets/BOSS/high_familiarity_downsized/cond2/038_aceofdiamond.jpg,near,3,6,35,97,1030,416.171875,294.2780952,4,8,5,6,2,9,2,7,609,95.59375,702,702,95.59375,1311,797.59375,609,707,131.59375,560,560,131.59375,1267,691.59375,707,737,161.59375,500,500,161.59375,1237,661.59375,737,0,0,942,1920,826,1539
sub_001,cb2,8.618984641,0,936,268,3,6,811.109375,560.375,schema_c,1,schema_pa,2,23,img/targets/BOSS/high_familiarity_downsized/cond2/032_flipflop01b.jpg,,10,3,38,67,1072,417.265625,317.9320821,4,8,2,9,9,2,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,677,134.59375,560,560,134.59375,1237,694.59375,677,707,164.59375,500,500,164.59375,1207,664.59375,707,0,0,942,1920,826,1539
sub_001,cb2,5.753385051,1,1115,658,11,10,1115.78125,658.03125,schema_c,1,schema_pa,2,24,img/targets/BOSS/high_familiarity_downsized/cond2/042_curtain.jpg,,11,10,94,80,1116,0.8125,0.78187475,4,8,9,2,10,1,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,690,190.59375,560,560,190.59375,1250,750.59375,690,720,220.59375,500,500,220.59375,1220,720.59375,720,0,0,942,1920,826,1539
sub_001,cb2,2.450818178,0,1151,592,8,11,901.4375,550.375,schema_c,1,new_pa,1,1,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,7,5,153,74,130,291.1875,253.0100433,1,1,4,7,6,5,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,684,249.59375,560,560,249.59375,1244,809.59375,684,714,279.59375,500,500,279.59375,1214,779.59375,714,0,0,942,1920,826,1539
sub_001,cb2,6.509117062,0,872,577,10,3,1080.445313,410.7109375,schema_c,1,new_pa,1,2,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,6,8,55,128,171,374.734375,266.6486464,1,1,7,4,5,6,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,738,151.59375,560,560,151.59375,1298,711.59375,738,768,181.59375,500,500,181.59375,1268,681.59375,768,0,0,942,1920,826,1539
sub_001,cb2,3.841629967,1,859,430,5,2,859.4453125,430.0390625,schema_c,1,new_pa,1,3,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,5,2,116,157,213,0.484375,0.447022484,1,1,1,10,4,7,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,767,212.59375,560,560,212.59375,1327,772.59375,767,797,242.59375,500,500,242.59375,1297,742.59375,797,0,0,942,1920,826,1539
sub_001,cb2,8.073869121,1,1028,331,3,9,1028.117188,331.7109375,schema_c,1,new_pa,1,4,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,3,9,101,34,257,0.828125,0.720531081,1,1,8,3,2,9,2,5,609,95.59375,702,702,95.59375,1311,797.59375,609,644,197.59375,560,560,197.59375,1204,757.59375,644,674,227.59375,500,500,227.59375,1174,727.59375,674,0,0,942,1920,826,1539
sub_001,cb2,5.553904226,0,1154,617,11,10,1029.78125,533.703125,schema_c,1,new_pa,1,5,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,9,7,53,119,300,207.515625,149.5615834,1,1,6,5,8,3,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,729,149.59375,560,560,149.59375,1289,709.59375,729,759,179.59375,500,500,179.59375,1259,679.59375,759,0,0,942,1920,826,1539
sub_001,cb2,3.369134428,0,753,646,10,3,961.4453125,479.7109375,schema_c,1,new_pa,1,6,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,6,8,124,9,343,374.734375,266.6486464,2,2,7,4,5,6,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,619,220.59375,560,560,220.59375,1179,780.59375,619,649,250.59375,500,500,250.59375,1149,750.59375,649,0,0,942,1920,826,1539
sub_001,cb2,2.592237257,0,1074,637,11,10,908.109375,345.375,schema_c,1,new_pa,1,7,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,4,6,73,39,387,457.515625,335.5068406,1,1,5,6,3,8,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,649,169.59375,560,560,169.59375,1209,729.59375,649,679,199.59375,500,500,199.59375,1179,699.59375,679,0,0,942,1920,826,1539
sub_001,cb2,7.208913893,0,1213,478,8,11,963.4375,436.375,schema_c,1,new_pa,1,8,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,7,5,39,136,429,291.1875,253.0100433,2,2,4,7,6,5,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,746,135.59375,560,560,135.59375,1306,695.59375,746,776,165.59375,500,500,165.59375,1276,665.59375,776,0,0,942,1920,826,1539
sub_001,cb2,1.420632371,1,919,618,9,7,919.78125,618.703125,schema_c,1,new_pa,1,9,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,9,7,138,9,471,1.484375,1.051064379,2,2,6,5,8,3,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,619,234.59375,560,560,234.59375,1179,794.59375,619,649,264.59375,500,500,264.59375,1149,764.59375,649,0,0,942,1920,826,1539
sub_001,cb2,6.107010207,0,802,400,7,4,719.4453125,317.0390625,schema_c,1,new_pa,1,10,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,5,2,3,17,514,165.515625,117.0375734,2,2,1,10,4,7,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,627,99.59375,560,560,99.59375,1187,659.59375,627,657,129.59375,500,500,129.59375,1157,629.59375,657,0,0,942,1920,826,1539
sub_001,cb2,0.052713271,0,795,540,7,4,879.109375,415.375,schema_c,1,new_pa,1,11,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,4,6,143,10,558,208.734375,150.3521785,2,2,5,6,3,8,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,620,239.59375,560,560,239.59375,1180,799.59375,620,650,269.59375,500,500,269.59375,1150,769.59375,650,0,0,942,1920,826,1539
sub_001,cb2,1.53439267,0,956,333,3,6,997.78125,583.703125,schema_c,1,new_pa,1,12,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,9,7,103,87,599,292.484375,254.1608344,3,3,6,5,8,3,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,697,199.59375,560,560,199.59375,1257,759.59375,697,727,229.59375,500,500,229.59375,1227,729.59375,727,0,0,942,1920,826,1539
sub_001,cb2,1.022283815,0,822,419,7,4,739.4453125,336.0390625,schema_c,1,new_pa,1,13,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,5,2,22,37,641,165.515625,117.0375734,3,3,1,10,4,7,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,647,118.59375,560,560,118.59375,1207,678.59375,647,677,148.59375,500,500,148.59375,1177,648.59375,677,0,0,942,1920,826,1539
sub_001,cb2,9.72832424,0,1166,537,8,11,1041.445313,453.7109375,schema_c,1,new_pa,1,14,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,6,8,98,89,684,207.84375,149.8363711,3,3,7,4,5,6,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,699,194.59375,560,560,194.59375,1259,754.59375,699,729,224.59375,500,500,224.59375,1229,724.59375,729,0,0,942,1920,826,1539
sub_001,cb2,7.0739583,1,1008,332,3,9,1008.117188,332.7109375,schema_c,1,new_pa,1,15,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,3,9,102,14,725,0.828125,0.720531081,2,2,8,3,2,9,2,5,609,95.59375,702,702,95.59375,1311,797.59375,609,624,198.59375,560,560,198.59375,1184,758.59375,624,654,228.59375,500,500,228.59375,1154,728.59375,654,0,0,942,1920,826,1539
sub_001,cb2,4.205947108,0,884,646,10,3,967.4375,521.375,schema_c,1,new_pa,1,16,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,7,5,124,140,768,208.0625,149.9773551,3,3,4,7,6,5,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,750,220.59375,560,560,220.59375,1310,780.59375,750,780,250.59375,500,500,250.59375,1280,750.59375,780,0,0,942,1920,826,1539
sub_001,cb2,7.508287567,0,773,543,10,3,939.78125,501.703125,schema_c,1,new_pa,1,17,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,9,7,21,29,811,208.078125,171.817977,4,4,6,5,8,3,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,639,117.59375,560,560,117.59375,1199,677.59375,639,669,147.59375,500,500,147.59375,1169,647.59375,669,0,0,942,1920,826,1539
sub_001,cb2,5.393154518,1,1136,328,3,9,1136.117188,328.7109375,schema_c,1,new_pa,1,18,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,3,9,98,142,854,0.828125,0.720531081,3,3,8,3,2,9,2,5,609,95.59375,702,702,95.59375,1311,797.59375,609,752,194.59375,560,560,194.59375,1312,754.59375,752,782,224.59375,500,500,224.59375,1282,724.59375,782,0,0,942,1920,826,1539
sub_001,cb2,1.229108932,1,843,438,5,2,843.4453125,438.0390625,schema_c,1,new_pa,1,19,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,5,2,124,141,899,0.484375,0.447022484,4,4,1,10,4,7,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,751,220.59375,560,560,220.59375,1311,780.59375,751,781,250.59375,500,500,250.59375,1281,750.59375,781,0,0,942,1920,826,1539
sub_001,cb2,8.486030659,1,1002,358,3,9,1002.117188,358.7109375,schema_c,1,new_pa,1,20,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,3,9,128,8,940,0.828125,0.720531081,4,4,8,3,2,9,2,5,609,95.59375,702,702,95.59375,1311,797.59375,609,618,224.59375,560,560,224.59375,1178,784.59375,618,648,254.59375,500,500,254.59375,1148,754.59375,648,0,0,942,1920,826,1539
sub_001,cb2,4.07231948,0,850,651,10,3,975.109375,401.375,schema_c,1,new_pa,1,21,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,4,6,129,106,983,374.734375,279.2221272,3,3,5,6,3,8,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,716,225.59375,560,560,225.59375,1276,785.59375,716,746,255.59375,500,500,255.59375,1246,755.59375,746,0,0,942,1920,826,1539
sub_001,cb2,9.071098073,0,790,217,2,3,998.4453125,383.7109375,schema_c,1,new_pa,1,22,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,6,8,28,46,1025,375.15625,266.9119424,4,4,7,4,5,6,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,656,124.59375,560,560,124.59375,1216,684.59375,656,686,154.59375,500,500,154.59375,1186,654.59375,686,0,0,942,1920,826,1539
sub_001,cb2,2.089331456,1,900,325,4,6,900.109375,325.375,schema_c,1,new_pa,1,23,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,4,6,53,31,1069,0.484375,0.390625,4,4,5,6,3,8,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,641,149.59375,560,560,149.59375,1201,709.59375,641,671,179.59375,500,500,179.59375,1171,679.59375,671,0,0,942,1920,826,1539
sub_001,cb2,1.591639128,0,835,255,2,3,918.4375,463.375,schema_c,1,new_pa,1,24,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,7,5,66,91,1112,291.8125,224.4592547,4,4,4,7,6,5,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,701,162.59375,560,560,162.59375,1261,722.59375,701,731,192.59375,500,500,192.59375,1231,692.59375,731,0,0,942,1920,826,1539
sub_001,cb2,3.369436492,1,1070,555,10,10,1070.78125,555.375,random_loc,2,schema_pa,1,1,img/targets/BOSS/high_familiarity_downsized/cond3/062_picnictable.jpg,,10,10,33,35,135,1.15625,0.866589039,1,1,9,2,9,2,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,645,129.59375,560,560,129.59375,1205,689.59375,645,675,159.59375,500,500,159.59375,1175,659.59375,675,0,0,942,1920,826,1539
sub_001,cb2,5.519375064,0,995,261,3,8,995.4453125,261.7109375,random_loc,2,schema_pa,1,2,img/targets/BOSS/high_familiarity_downsized/cond3/025_sink.jpg,,3,8,31,43,178,1.15625,0.838889356,1,1,7,4,2,9,2,6,609,95.59375,702,702,95.59375,1311,797.59375,609,653,127.59375,560,560,127.59375,1213,687.59375,653,683,157.59375,500,500,157.59375,1183,657.59375,683,0,0,942,1920,826,1539
sub_001,cb2,7.813150618,1,872,510,9,4,872.78125,510.703125,random_loc,2,schema_pa,1,3,img/targets/BOSS/high_familiarity_downsized/cond3/065_cherrytomato01.jpg,,9,4,30,87,222,1.484375,1.051064379,1,1,3,8,8,3,3,6,609,95.59375,702,702,95.59375,1311,797.59375,609,697,126.59375,560,560,126.59375,1257,686.59375,697,727,156.59375,500,500,156.59375,1227,656.59375,727,0,0,942,1920,826,1539
sub_001,cb2,4.39146329,0,797,315,2,2,1130.78125,648.375,random_loc,2,schema_pa,1,4,img/targets/BOSS/high_familiarity_downsized/cond3/062_picnictable.jpg,,10,10,126,95,263,667.15625,471.7507959,2,2,9,2,9,2,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,705,222.59375,560,560,222.59375,1265,782.59375,705,735,252.59375,500,500,252.59375,1235,752.59375,735,0,0,942,1920,826,1539
sub_001,cb2,8.49102972,0,825,428,5,2,825.4453125,428.0390625,random_loc,2,schema_pa,1,5,img/targets/BOSS/high_familiarity_downsized/cond3/058_englishcucumber.jpg,,5,2,114,123,307,0.484375,0.447022484,1,1,1,10,4,7,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,733,210.59375,560,560,210.59375,1293,770.59375,733,763,240.59375,500,500,240.59375,1263,740.59375,763,0,0,942,1920,826,1539
sub_001,cb2,2.633791692,1,826,341,2,2,826.4453125,341.0390625,random_loc,2,schema_pa,1,6,img/targets/BOSS/high_familiarity_downsized/cond4/095_pintofbeer.jpg,,2,2,152,124,347,0.484375,0.447022484,1,1,1,10,1,10,1,2,609,95.59375,702,702,95.59375,1311,797.59375,609,734,248.59375,560,560,248.59375,1294,808.59375,734,764,278.59375,500,500,278.59375,1264,778.59375,764,0,0,942,1920,826,1539
sub_001,cb2,9.949331626,0,1090,217,2,11,1090.445313,217.0390625,random_loc,2,schema_pa,1,7,img/targets/BOSS/high_familiarity_downsized/cond3/064_trafficlight.jpg,,2,11,28,13,391,0.484375,0.447022484,1,1,10,1,1,10,1,2,609,95.59375,702,702,95.59375,1311,797.59375,609,623,124.59375,560,560,124.59375,1183,684.59375,623,653,154.59375,500,500,154.59375,1153,654.59375,653,0,0,942,1920,826,1539
sub_001,cb2,9.23384797,1,866,491,9,4,866.78125,491.703125,random_loc,2,schema_pa,1,8,img/targets/BOSS/high_familiarity_downsized/cond3/065_cherrytomato01.jpg,,9,4,11,81,434,1.484375,1.051064379,2,2,3,8,8,3,3,6,609,95.59375,702,702,95.59375,1311,797.59375,609,691,107.59375,560,560,107.59375,1251,667.59375,691,721,137.59375,500,500,137.59375,1221,637.59375,721,0,0,942,1920,826,1539
sub_001,cb2,7.589065837,0,709,216,2,2,709.4453125,216.0390625,random_loc,2,schema_pa,1,9,img/targets/BOSS/high_familiarity_downsized/cond4/095_pintofbeer.jpg,,2,2,27,7,476,0.484375,0.447022484,2,2,1,10,1,10,1,2,609,95.59375,702,702,95.59375,1311,797.59375,609,617,123.59375,560,560,123.59375,1177,683.59375,617,647,153.59375,500,500,153.59375,1147,653.59375,647,0,0,942,1920,826,1539
sub_001,cb2,1.235528172,1,1110,614,10,10,1110.78125,614.375,random_loc,2,schema_pa,1,10,img/targets/BOSS/high_familiarity_downsized/cond3/062_picnictable.jpg,,10,10,92,75,518,1.15625,0.866589039,3,3,9,2,9,2,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,685,188.59375,560,560,188.59375,1245,748.59375,685,715,218.59375,500,500,218.59375,1215,718.59375,715,0,0,942,1920,826,1539
sub_001,cb2,7.378581763,0,712,428,5,2,962.4453125,344.7109375,random_loc,2,schema_pa,1,11,img/targets/BOSS/high_familiarity_downsized/cond3/025_sink.jpg,,3,8,114,10,561,333.734375,263.9316625,2,2,7,4,2,9,2,6,609,95.59375,702,702,95.59375,1311,797.59375,609,620,210.59375,560,560,210.59375,1180,770.59375,620,650,240.59375,500,500,240.59375,1150,740.59375,650,0,0,942,1920,826,1539
sub_001,cb2,1.901592376,1,707,356,5,2,707.4453125,356.0390625,random_loc,2,schema_pa,1,12,img/targets/BOSS/high_familiarity_downsized/cond3/058_englishcucumber.jpg,,5,2,42,5,604,0.484375,0.447022484,2,2,1,10,4,7,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,615,138.59375,560,560,138.59375,1175,698.59375,615,645,168.59375,500,500,168.59375,1145,668.59375,645,0,0,942,1920,826,1539
sub_001,cb2,2.001658551,1,1084,275,3,8,1084.445313,275.7109375,random_loc,2,schema_pa,1,13,img/targets/BOSS/high_familiarity_downsized/cond3/025_sink.jpg,,3,8,45,132,646,1.15625,0.838889356,3,3,7,4,2,9,2,6,609,95.59375,702,702,95.59375,1311,797.59375,609,742,141.59375,560,560,141.59375,1302,701.59375,742,772,171.59375,500,500,171.59375,1272,671.59375,772,0,0,942,1920,826,1539
sub_001,cb2,1.104697603,1,757,369,5,2,757.4453125,369.0390625,random_loc,2,schema_pa,1,14,img/targets/BOSS/high_familiarity_downsized/cond3/058_englishcucumber.jpg,,5,2,55,55,690,0.484375,0.447022484,3,3,1,10,4,7,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,665,151.59375,560,560,151.59375,1225,711.59375,665,695,181.59375,500,500,181.59375,1195,681.59375,695,0,0,942,1920,826,1539
sub_001,cb2,4.691712427,0,770,329,5,2,770.4453125,204.0390625,random_loc,2,schema_pa,1,15,img/targets/BOSS/high_familiarity_downsized/cond4/095_pintofbeer.jpg,,2,2,15,68,731,125.40625,124.961731,3,3,1,10,1,10,1,2,609,95.59375,702,702,95.59375,1311,797.59375,609,678,111.59375,560,560,111.59375,1238,671.59375,678,708,141.59375,500,500,141.59375,1208,641.59375,708,0,0,942,1920,826,1539
sub_001,cb2,8.924386306,1,1169,261,2,11,1169.445313,261.0390625,random_loc,2,schema_pa,1,16,img/targets/BOSS/high_familiarity_downsized/cond3/064_trafficlight.jpg,,2,11,72,92,772,0.484375,0.447022484,2,2,10,1,1,10,1,2,609,95.59375,702,702,95.59375,1311,797.59375,609,702,168.59375,560,560,168.59375,1262,728.59375,702,732,198.59375,500,500,198.59375,1232,698.59375,732,0,0,942,1920,826,1539
sub_001,cb2,5.305414836,0,1057,657,10,10,724.4453125,449.0390625,random_loc,2,schema_pa,1,17,img/targets/BOSS/high_familiarity_downsized/cond3/058_englishcucumber.jpg,,5,2,135,22,815,540.515625,392.2248994,4,4,1,10,4,7,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,632,231.59375,560,560,231.59375,1192,791.59375,632,662,261.59375,500,500,261.59375,1162,761.59375,662,0,0,942,1920,826,1539
sub_001,cb2,5.736420771,1,1041,302,3,8,1041.445313,302.7109375,random_loc,2,schema_pa,1,18,img/targets/BOSS/high_familiarity_downsized/cond3/025_sink.jpg,,3,8,72,89,858,1.15625,0.838889356,4,4,7,4,2,9,2,6,609,95.59375,702,702,95.59375,1311,797.59375,609,699,168.59375,560,560,168.59375,1259,728.59375,699,729,198.59375,500,500,198.59375,1229,698.59375,729,0,0,942,1920,826,1539
sub_001,cb2,7.624493708,1,792,554,9,4,792.78125,554.703125,random_loc,2,schema_pa,1,19,img/targets/BOSS/high_familiarity_downsized/cond3/065_cherrytomato01.jpg,,9,4,74,7,900,1.484375,1.051064379,3,3,3,8,8,3,3,6,609,95.59375,702,702,95.59375,1311,797.59375,609,617,170.59375,560,560,170.59375,1177,730.59375,617,647,200.59375,500,500,200.59375,1147,700.59375,647,0,0,942,1920,826,1539
sub_001,cb2,0.975781722,0,1207,307,2,11,1207.445313,307.0390625,random_loc,2,schema_pa,1,20,img/targets/BOSS/high_familiarity_downsized/cond3/064_trafficlight.jpg,,2,11,118,130,942,0.484375,0.447022484,3,3,10,1,1,10,1,2,609,95.59375,702,702,95.59375,1311,797.59375,609,740,214.59375,560,560,214.59375,1300,774.59375,740,770,244.59375,500,500,244.59375,1270,744.59375,770,0,0,942,1920,826,1539
sub_001,cb2,2.175645302,0,1141,547,10,10,891.78125,505.703125,random_loc,2,schema_pa,1,21,img/targets/BOSS/high_familiarity_downsized/cond3/065_cherrytomato01.jpg,,9,4,25,106,986,290.515625,252.6171357,4,4,3,8,8,3,3,6,609,95.59375,702,702,95.59375,1311,797.59375,609,716,121.59375,560,560,121.59375,1276,681.59375,716,746,151.59375,500,500,151.59375,1246,651.59375,746,0,0,942,1920,826,1539
sub_001,cb2,0.281523352,0,756,470,5,2,1089.78125,678.375,random_loc,2,schema_pa,1,22,img/targets/BOSS/high_familiarity_downsized/cond3/062_picnictable.jpg,,10,10,156,54,1028,542.15625,393.4845149,4,4,9,2,9,2,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,664,252.59375,560,560,252.59375,1224,812.59375,664,694,282.59375,500,500,282.59375,1194,782.59375,694,0,0,942,1920,826,1539
